"Source","Target","weight"
"Atlantec BioEnergy Corporation","Diversified Metal Engineering Ltd",3
"Atlantec BioEnergy Corporation","New Brunswick Department of Energy",3
"Atlantec BioEnergy Corporation","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"Atlantec BioEnergy Corporation","Covered Bridge Potato Chip Company",1
"Regional Development Corporation","Novozymes North America Inc.",3
"Regional Development Corporation","Ethanol Technology",3
"Regional Development Corporation","Diversified Metal Engineering Ltd",3
"Regional Development Corporation","New Brunswick Department of Energy",3
"Regional Development Corporation","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"Regional Development Corporation","Covered Bridge Potato Chip Company",1
"Novozymes North America Inc.","Ethanol Technology",3
"Novozymes North America Inc.","Diversified Metal Engineering Ltd",3
"Novozymes North America Inc.","New Brunswick Department of Energy",3
"Novozymes North America Inc.","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"Novozymes North America Inc.","Covered Bridge Potato Chip Company",1
"Ethanol Technology","Diversified Metal Engineering Ltd",3
"Ethanol Technology","New Brunswick Department of Energy",3
"Ethanol Technology","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"Ethanol Technology","Covered Bridge Potato Chip Company",1
"Diversified Metal Engineering Ltd","New Brunswick Department of Energy",3
"Diversified Metal Engineering Ltd","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"Diversified Metal Engineering Ltd","Covered Bridge Potato Chip Company",1
"New Brunswick Department of Energy","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"New Brunswick Department of Energy","Covered Bridge Potato Chip Company",1
"QuÃbec Outfitters Federation Inc.","Makivik Corporation",3
"Makivik Corporation","Parc Aquarium du QuÃbec",1
"Makivik Corporation","BiodÃme de MontrÃal",1
"Makivik Corporation","Lab_Bell inc.",1
"Makivik Corporation","Ctr Interinst de Rech en Ecotox du QC",1
"Measuremax Inc.","EcoEthic",1
"Measuremax Inc.","Bio-Organic Catalyst of Canada Inc.",2
"Measuremax Inc.","AQUA Treatment Technologies",1
"EcoEthic","Bio-Organic Catalyst of Canada Inc.",1
"EcoEthic","AQUA Treatment Technologies",1
"Bio-Organic Catalyst of Canada Inc.","AQUA Treatment Technologies",1
"AQUA Treatment Technologies","Conestoga-Rovers and Associates Ltd",2
"AQUA Treatment Technologies","City of North Bay",2
"Association of Professional Engineers and Geoscientists of Manitoba","Association of Professional Engineers and Geoscientists of Manitoba",1
"Association of Professional Engineers and Geoscientists of Manitoba","Boeing Canada Technology Ltd.",1
"Association of Professional Engineers and Geoscientists of Manitoba","Can-American Corrugating Co. Ltd.",1
"Association of Professional Engineers and Geoscientists of Manitoba","EnerSIP",1
"Association of Professional Engineers and Geoscientists of Manitoba","Royal Canadian Mint",1
"Association of Professional Engineers and Geoscientists of Manitoba","EMERCOR Ltd",1
"Association of Professional Engineers and Geoscientists of Manitoba","Manitoba Aerospace",1
"Association of Professional Engineers and Geoscientists of Manitoba","St. Boniface General Hospital",1
"Association of Professional Engineers and Geoscientists of Manitoba","Manitoba Pork Council",2
"Association of Professional Engineers and Geoscientists of Manitoba","Canadian Society of Soil Science",2
"Association of Professional Engineers and Geoscientists of Manitoba","Manitoba Energry, Science & Technology",2
"Association of Professional Engineers and Geoscientists of Manitoba","Manitoba Institute of Agrologists",2
"Shore Gold Inc.","Alberta Irrigation Projects Association",2
"Boeing Canada Technology Ltd.","Can-American Corrugating Co. Ltd.",1
"Boeing Canada Technology Ltd.","EnerSIP",1
"Boeing Canada Technology Ltd.","Royal Canadian Mint",1
"Boeing Canada Technology Ltd.","EMERCOR Ltd",1
"Boeing Canada Technology Ltd.","Manitoba Aerospace",3
"Boeing Canada Technology Ltd.","St. Boniface General Hospital",1
"Boeing Canada Technology Ltd.","Friends of Engineering",2
"Boeing Canada Technology Ltd.","Government of Manitoba",2
"Can-American Corrugating Co. Ltd.","EnerSIP",1
"Can-American Corrugating Co. Ltd.","Royal Canadian Mint",1
"Can-American Corrugating Co. Ltd.","EMERCOR Ltd",1
"Can-American Corrugating Co. Ltd.","Manitoba Aerospace",1
"Can-American Corrugating Co. Ltd.","St. Boniface General Hospital",1
"EnerSIP","Royal Canadian Mint",1
"EnerSIP","EMERCOR Ltd",1
"EnerSIP","Manitoba Aerospace",1
"EnerSIP","St. Boniface General Hospital",1
"Royal Canadian Mint","EMERCOR Ltd",1
"Royal Canadian Mint","Manitoba Aerospace",1
"Royal Canadian Mint","St. Boniface General Hospital",1
"EMERCOR Ltd","Manitoba Aerospace",1
"EMERCOR Ltd","St. Boniface General Hospital",1
"Manitoba Aerospace","St. Boniface General Hospital",1
"Manitoba Aerospace","Friends of Engineering",2
"Manitoba Aerospace","Government of Manitoba",2
"Team Aquatic Management Inc","Cennatek Bioanalytical Services Inc.",2
"Team Aquatic Management Inc","Paton Controls Ltd",1
"Team Aquatic Management Inc","Bosher Keightley Letham Ltd",1
"Team Aquatic Management Inc","TVT-Bio",1
"Tissue Regeneration Therapeutics, Inc.","Celgene Corporation",1
"Tissue Regeneration Therapeutics, Inc.","Covalon Technologies Ltd.",1
"ALSTOM â¦nergie & Transport Canada Inc.","Voith Hydro Inc.",2
"ALSTOM â¦nergie & Transport Canada Inc.","ElectrificaciÃn del CaronÃ, C.A.",1
"ALSTOM â¦nergie & Transport Canada Inc.","Andritz Hydro Ltd",2
"Voith Hydro Inc.","ElectrificaciÃn del CaronÃ, C.A.",2
"Voith Hydro Inc.","Andritz Hydro Ltd",3
"ElectrificaciÃn del CaronÃ, C.A.","Andritz Hydro Ltd",2
"Unitron Hearing","SIRADEL",1
"Ferme Amabel","Ferme A. Courchesne et R. Cloutier",3
"Ferme Amabel","Ferme Ninon Delude",3
"Ferme Amabel","Ferme l'Arche du Ruisseau",3
"Ferme Amabel","Ferme Campanipol",3
"Ferme Amabel","Ferme Jean-FranÃois Plasse",3
"Ferme Amabel","Ferme La Berceuse",3
"Ferme Amabel","Forum",3
"Ferme Amabel","Ville de Victoriaville",3
"Ferme Amabel","Ferme Germado",3
"Ferme Amabel","Ferme Louis d'Or",3
"Ferme Amabel","Ferme Alain Baril",3
"Ferme Amabel","Ferme Champy",3
"Ferme Amabel","Ferme Viandes Rheintal",3
"Ferme Amabel","Ferme Berg",3
"Ferme Amabel","Ferme JanomamirÃ",3
"Ferme Amabel","Ferme Vallon des sources",3
"Ferme Amabel","Ferme Roumer",3
"Ferme Amabel","Ferme Fleuralic",3
"Ferme Amabel","CÃgep de Victoriaville",2
"Ferme Amabel","Ferme Hamelon & Fils INC.",2
"Ferme Amabel","Ferme Monlou et filles",2
"Ferme A. Courchesne et R. Cloutier","Ferme Ninon Delude",3
"Ferme A. Courchesne et R. Cloutier","Ferme l'Arche du Ruisseau",3
"Ferme A. Courchesne et R. Cloutier","Ferme Campanipol",3
"Ferme A. Courchesne et R. Cloutier","Ferme Jean-FranÃois Plasse",3
"Ferme A. Courchesne et R. Cloutier","Ferme La Berceuse",3
"Ferme A. Courchesne et R. Cloutier","Forum",3
"Ferme A. Courchesne et R. Cloutier","Ville de Victoriaville",3
"Ferme A. Courchesne et R. Cloutier","Ferme Germado",3
"Ferme A. Courchesne et R. Cloutier","Ferme Louis d'Or",3
"Ferme A. Courchesne et R. Cloutier","Ferme Alain Baril",3
"Ferme A. Courchesne et R. Cloutier","Ferme Champy",3
"Ferme A. Courchesne et R. Cloutier","Ferme Viandes Rheintal",3
"Ferme A. Courchesne et R. Cloutier","Ferme Berg",3
"Ferme A. Courchesne et R. Cloutier","Ferme JanomamirÃ",3
"Ferme A. Courchesne et R. Cloutier","Ferme Vallon des sources",3
"Ferme A. Courchesne et R. Cloutier","Ferme Roumer",3
"Ferme A. Courchesne et R. Cloutier","Ferme Fleuralic",3
"Ferme A. Courchesne et R. Cloutier","CÃgep de Victoriaville",2
"Ferme A. Courchesne et R. Cloutier","Ferme Hamelon & Fils INC.",2
"Ferme A. Courchesne et R. Cloutier","Ferme Monlou et filles",2
"Ferme Ninon Delude","Ferme l'Arche du Ruisseau",3
"Ferme Ninon Delude","Ferme Campanipol",3
"Ferme Ninon Delude","Ferme Jean-FranÃois Plasse",3
"Ferme Ninon Delude","Ferme La Berceuse",3
"Ferme Ninon Delude","Forum",3
"Ferme Ninon Delude","Ville de Victoriaville",3
"Ferme Ninon Delude","Ferme Germado",3
"Ferme Ninon Delude","Ferme Louis d'Or",3
"Ferme Ninon Delude","Ferme Alain Baril",3
"Ferme Ninon Delude","Ferme Champy",3
"Ferme Ninon Delude","Ferme Viandes Rheintal",3
"Ferme Ninon Delude","Ferme Berg",3
"Ferme Ninon Delude","Ferme JanomamirÃ",3
"Ferme Ninon Delude","Ferme Vallon des sources",3
"Ferme Ninon Delude","Ferme Roumer",3
"Ferme Ninon Delude","Ferme Fleuralic",3
"Ferme Ninon Delude","CÃgep de Victoriaville",2
"Ferme Ninon Delude","Ferme Hamelon & Fils INC.",2
"Ferme Ninon Delude","Ferme Monlou et filles",2
"Ferme l'Arche du Ruisseau","Ferme Campanipol",3
"Ferme l'Arche du Ruisseau","Ferme Jean-FranÃois Plasse",3
"Ferme l'Arche du Ruisseau","Ferme La Berceuse",3
"Ferme l'Arche du Ruisseau","Forum",3
"Ferme l'Arche du Ruisseau","Ville de Victoriaville",3
"Ferme l'Arche du Ruisseau","Ferme Germado",3
"Ferme l'Arche du Ruisseau","Ferme Louis d'Or",3
"Ferme l'Arche du Ruisseau","Ferme Alain Baril",3
"Ferme l'Arche du Ruisseau","Ferme Champy",3
"Ferme l'Arche du Ruisseau","Ferme Viandes Rheintal",3
"Ferme l'Arche du Ruisseau","Ferme Berg",3
"Ferme l'Arche du Ruisseau","Ferme JanomamirÃ",3
"Ferme l'Arche du Ruisseau","Ferme Vallon des sources",3
"Ferme l'Arche du Ruisseau","Ferme Roumer",3
"Ferme l'Arche du Ruisseau","Ferme Fleuralic",3
"Ferme l'Arche du Ruisseau","CÃgep de Victoriaville",2
"Ferme l'Arche du Ruisseau","Ferme Hamelon & Fils INC.",2
"Ferme l'Arche du Ruisseau","Ferme Monlou et filles",2
"Ferme Campanipol","Ferme Jean-FranÃois Plasse",3
"Ferme Campanipol","Ferme La Berceuse",3
"Ferme Campanipol","Forum",3
"Ferme Campanipol","Ville de Victoriaville",3
"Ferme Campanipol","Ferme Germado",3
"Ferme Campanipol","Ferme Louis d'Or",3
"Ferme Campanipol","Ferme Alain Baril",3
"Ferme Campanipol","Ferme Champy",3
"Ferme Campanipol","Ferme Viandes Rheintal",3
"Ferme Campanipol","Ferme Berg",3
"Ferme Campanipol","Ferme JanomamirÃ",3
"Ferme Campanipol","Ferme Vallon des sources",3
"Ferme Campanipol","Ferme Roumer",3
"Ferme Campanipol","Ferme Fleuralic",3
"Ferme Campanipol","CÃgep de Victoriaville",2
"Ferme Campanipol","Ferme Hamelon & Fils INC.",2
"Ferme Campanipol","Ferme Monlou et filles",2
"Ferme Jean-FranÃois Plasse","Ferme La Berceuse",3
"Ferme Jean-FranÃois Plasse","Forum",3
"Ferme Jean-FranÃois Plasse","Ville de Victoriaville",3
"Ferme Jean-FranÃois Plasse","Ferme Germado",3
"Ferme Jean-FranÃois Plasse","Ferme Louis d'Or",3
"Ferme Jean-FranÃois Plasse","Ferme Alain Baril",3
"Ferme Jean-FranÃois Plasse","Ferme Champy",3
"Ferme Jean-FranÃois Plasse","Ferme Viandes Rheintal",3
"Ferme Jean-FranÃois Plasse","Ferme Berg",3
"Ferme Jean-FranÃois Plasse","Ferme JanomamirÃ",3
"Ferme Jean-FranÃois Plasse","Ferme Vallon des sources",3
"Ferme Jean-FranÃois Plasse","Ferme Roumer",3
"Ferme Jean-FranÃois Plasse","Ferme Fleuralic",3
"Ferme Jean-FranÃois Plasse","CÃgep de Victoriaville",2
"Ferme Jean-FranÃois Plasse","Ferme Hamelon & Fils INC.",2
"Ferme Jean-FranÃois Plasse","Ferme Monlou et filles",2
"Ferme La Berceuse","Forum",3
"Ferme La Berceuse","Ville de Victoriaville",3
"Ferme La Berceuse","Ferme Germado",3
"Ferme La Berceuse","Ferme Louis d'Or",3
"Ferme La Berceuse","Ferme Alain Baril",3
"Ferme La Berceuse","Ferme Champy",3
"Ferme La Berceuse","Ferme Viandes Rheintal",3
"Ferme La Berceuse","Ferme Berg",3
"Ferme La Berceuse","Ferme JanomamirÃ",3
"Ferme La Berceuse","Ferme Vallon des sources",3
"Ferme La Berceuse","Ferme Roumer",3
"Ferme La Berceuse","Ferme Fleuralic",3
"Ferme La Berceuse","CÃgep de Victoriaville",2
"Ferme La Berceuse","Ferme Hamelon & Fils INC.",2
"Ferme La Berceuse","Ferme Monlou et filles",2
"Forum","Ville de Victoriaville",3
"Forum","Ferme Germado",3
"Forum","Ferme Louis d'Or",3
"Forum","Ferme Alain Baril",3
"Forum","Ferme Champy",3
"Forum","Ferme Viandes Rheintal",3
"Forum","Ferme Berg",3
"Forum","Ferme JanomamirÃ",3
"Forum","Ferme Vallon des sources",3
"Forum","Ferme Roumer",3
"Forum","Ferme Fleuralic",3
"Forum","CÃgep de Victoriaville",2
"Forum","Ferme Hamelon & Fils INC.",2
"Forum","Ferme Monlou et filles",2
"Ville de Victoriaville","Ferme Germado",3
"Ville de Victoriaville","Ferme Louis d'Or",3
"Ville de Victoriaville","Ferme Alain Baril",3
"Ville de Victoriaville","Ferme Champy",3
"Ville de Victoriaville","Ferme Viandes Rheintal",3
"Ville de Victoriaville","Ferme Berg",3
"Ville de Victoriaville","Ferme JanomamirÃ",3
"Ville de Victoriaville","Ferme Vallon des sources",3
"Ville de Victoriaville","Ferme Roumer",3
"Ville de Victoriaville","Ferme Fleuralic",3
"Ville de Victoriaville","CÃgep de Victoriaville",2
"Ville de Victoriaville","Ferme Hamelon & Fils INC.",2
"Ville de Victoriaville","Ferme Monlou et filles",2
"Ferme Germado","Ferme Louis d'Or",3
"Ferme Germado","Ferme Alain Baril",3
"Ferme Germado","Ferme Champy",3
"Ferme Germado","Ferme Viandes Rheintal",3
"Ferme Germado","Ferme Berg",3
"Ferme Germado","Ferme JanomamirÃ",3
"Ferme Germado","Ferme Vallon des sources",3
"Ferme Germado","Ferme Roumer",3
"Ferme Germado","Ferme Fleuralic",3
"Ferme Germado","CÃgep de Victoriaville",2
"Ferme Germado","Ferme Hamelon & Fils INC.",2
"Ferme Germado","Ferme Monlou et filles",2
"Ferme Louis d'Or","Ferme Alain Baril",3
"Ferme Louis d'Or","Ferme Champy",3
"Ferme Louis d'Or","Ferme Viandes Rheintal",3
"Ferme Louis d'Or","Ferme Berg",3
"Ferme Louis d'Or","Ferme JanomamirÃ",3
"Ferme Louis d'Or","Ferme Vallon des sources",3
"Ferme Louis d'Or","Ferme Roumer",3
"Ferme Louis d'Or","Ferme Fleuralic",3
"Ferme Louis d'Or","CÃgep de Victoriaville",2
"Ferme Louis d'Or","Ferme Hamelon & Fils INC.",2
"Ferme Louis d'Or","Ferme Monlou et filles",2
"Ferme Alain Baril","Ferme Champy",3
"Ferme Alain Baril","Ferme Viandes Rheintal",3
"Ferme Alain Baril","Ferme Berg",3
"Ferme Alain Baril","Ferme JanomamirÃ",3
"Ferme Alain Baril","Ferme Vallon des sources",3
"Ferme Alain Baril","Ferme Roumer",3
"Ferme Alain Baril","Ferme Fleuralic",3
"Ferme Alain Baril","CÃgep de Victoriaville",2
"Ferme Alain Baril","Ferme Hamelon & Fils INC.",2
"Ferme Alain Baril","Ferme Monlou et filles",2
"Ferme Champy","Ferme Viandes Rheintal",3
"Ferme Champy","Ferme Berg",3
"Ferme Champy","Ferme JanomamirÃ",3
"Ferme Champy","Ferme Vallon des sources",3
"Ferme Champy","Ferme Roumer",3
"Ferme Champy","Ferme Fleuralic",3
"Ferme Champy","CÃgep de Victoriaville",2
"Ferme Champy","Ferme Hamelon & Fils INC.",2
"Ferme Champy","Ferme Monlou et filles",2
"Ferme Viandes Rheintal","Ferme Berg",3
"Ferme Viandes Rheintal","Ferme JanomamirÃ",3
"Ferme Viandes Rheintal","Ferme Vallon des sources",3
"Ferme Viandes Rheintal","Ferme Roumer",3
"Ferme Viandes Rheintal","Ferme Fleuralic",3
"Ferme Viandes Rheintal","CÃgep de Victoriaville",2
"Ferme Viandes Rheintal","Ferme Hamelon & Fils INC.",2
"Ferme Viandes Rheintal","Ferme Monlou et filles",2
"Ferme Berg","Ferme JanomamirÃ",3
"Ferme Berg","Ferme Vallon des sources",3
"Ferme Berg","Ferme Roumer",3
"Ferme Berg","Ferme Fleuralic",3
"Ferme Berg","CÃgep de Victoriaville",2
"Ferme Berg","Ferme Hamelon & Fils INC.",2
"Ferme Berg","Ferme Monlou et filles",2
"Ferme JanomamirÃ","Ferme Vallon des sources",3
"Ferme JanomamirÃ","Ferme Roumer",3
"Ferme JanomamirÃ","Ferme Fleuralic",3
"Ferme JanomamirÃ","CÃgep de Victoriaville",2
"Ferme JanomamirÃ","Ferme Hamelon & Fils INC.",2
"Ferme JanomamirÃ","Ferme Monlou et filles",2
"Ferme Vallon des sources","Ferme Roumer",3
"Ferme Vallon des sources","Ferme Fleuralic",3
"Ferme Vallon des sources","CÃgep de Victoriaville",2
"Ferme Vallon des sources","Ferme Hamelon & Fils INC.",2
"Ferme Vallon des sources","Ferme Monlou et filles",2
