"Parcel","TaxPayer","Address","City","State","Zip","Zip4","Phone","Email","SitusAddress","YearBuilt","AgentName""AgentContact","AgentAddress","AgentCity","AgentState","AgentZip","AgentZip4","AgentPhone","AgentEmail"
"137302030","LANDWEHR MARK & MICHELLE CP/RS","480 MORSE LANDING DR","CICERO","IN","46034","9595","3174201171","","1685 W WOOD BRIDGE CT (TUC)","1984","CURLEY MARTIN S","16880 S LONE SAGUARO RD","SAHUARITA","AZ","85629","7006","3177107097",""
"137302350","LANDWEHR MARK & MICHELLE CP/RS","480 MORSE LANDING DR","CICERO","IN","46034","9595","3174201171","","1705 W MIDVALE VILLAGE DR (TUC)","1984","CURLEY MARTIN S","16880 S LONE SAGUARO RD","SAHUARITA","AZ","85629","7006","3177107097",""
"137302400","CURLEY MARTIN S","16880 S LONE SAGUARO RD","SAHUARITA","AZ","85629","7006","3177107097","","1699 W MIDVALE VILLAGE DR (TUC)","1984","TILLMAN JENNIFER","6601 E 22ND ST","TUCSON","AZ","85710","5118","5202031572",""
"137302660","CURLEY MARTIN S","16880 S LONE SAGUARO RD","SAHUARITA","AZ","85629","7006","3177107097","","5652 S WOOD CREST DR (TUC)","1984","TILLMAN JENNIFER","6601 E 22ND ST","TUCSON","AZ","85710","5118","5202031572",""
"137302680","CURLEY MARTIN S","16880 S LONE SAGUARO RD","SAHUARITA","AZ","85629","7006","3177107097","","5656 S WOOD CREST DR (TUC)","1984","OWNER AGENT","","","  ","     ","    ","          ",""
"137302690","CURLEY MARTIN S","16880 S LONE SAGUARO RD","SAHUARITA","AZ","85629","7006","3177107097","","5662 S WOOD CREST DR (TUC)","1984","TILLMAN JENNIFER","6601 E 22ND ST","TUCSON","AZ","85710","5118","5202031572",""
"138081320","ZUNIGA CYNTHIA D","935 W NEW RIVER ST","TUCSON","AZ","85704","3795","5206644419","CYNZUN24@GMAIL.COM","617 W SANTA ROSA ST (TUC)","1968","OWNER AGENT","","","  ","     ","    ","          ",""
"13813136A","KENNEDY JAMES RICHARD","1501 N ORACLE RD APT 1018","TUCSON","AZ","85705","7250","5202081513","","122 W MOSSMAN RD (TUC)","1972","OWNER AGENT","","","  ","     ","    ","          ",""
"138265800","LEON MARIA B","511 W OREGON ST","TUCSON","AZ","85706","3253","5209824491","CIRENIA2011@GMAIL.COM","6711 S PLAZA DEL GANZO (PC)","1974","ARAUJO CIRENIA","511 W OREGON ST","TUCSON","AZ","85706","3253","5208691082","CIRENIA2011@GMAIL.COM"
"304630290","WILSON DAVID S & JUDY R CP/RS","26503 S COOPERS HAWK RD","AMADO","AZ","85645","9564","9703026125","DJWMTVWPROPERTIES@GMAIL.COM","3071 S MOUNTAIN VIEW (PC)","1981","OWNER AGENT","","","  ","     ","    ","          ",""
"12112398A","PAYE AMANDA","6821 E COOPER ST","TUCSON","AZ","85710","1023","5200000000","","5301 E LEE ST (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"122121060","HAMMOND GABRIEL & KOENNEKER KEA & INVESTMENT","415 OAKMONT DR","VERMILLION","SD","57069","3468","6265908463","KEA.KONNEKER@GMAIL.COM","1309 N VENICE AV","0","OWNER AGENT","","","  ","     ","    ","          ",""
"101111380","GUAN LI","5700 N EZYBROOK RD","TUCSON","AZ","85741","3779","5200000000","N2SONG4@HOTMAIL.COM","5700 N EZYBROOK RD (PC)","1986","SONG NING","7115 N SKYWAY DR","TUCSON","AZ","85718","1127","5203059168","NING.SONG05@GMAIL.COM"
"103180310","SCHMIDT ALAN ARTHUR & GALINA JT/RS","10285 E SIERRA DE LUNA WAY","TUCSON","AZ","85749","8736","5207750588","SCHMIDT5199@YAHOO.COM","2289 W SILVER RIVER WY (TUC)","1998","OWNER AGENT","","","  ","     ","    ","          ",""
"108186810","WHEELER DIANA E","4825 E CAMINO LA BRINCA","TUCSON","AZ","85718","4518","5206151601","dewsants@gmail.com","4730 N VIA SONRISA (PC)","1981","OWNER AGENT","","","  ","     ","    ","          ",""
"108202720","ALLRED EDWARD L & ASHLEY H CP/RS","5039 PROCTOR AVE","OAKLAND","CA","94618","2546","5200000000","","MOUNTAIN VIEW CONDO UNIT 55","2000","ALLRED DUSTIN","4040 N WEIMER UNIT 8","TUCSON","AZ","85719","7209","5202410433","DUSTINALLRED111@YAHOO.COM"
"108202890","ALLRED EDWARD L & ASHLEY H CP/RS","5039 PROCTOR AVE","OAKLAND","CA","94618","2546","5200000000","","MOUNTAIN VIEW CONDO UNIT 72","2000","ALLRED DUSTIN","4040 N WEIMER UNIT 8","TUCSON","AZ","85719","7209","5202410433","DUSTINALLRED111@YAHOO.COM"
"109060840","BOYER CLARENCE","5634 N CAMINO DE LA NOCHE","TUCSON","AZ","85718","4402","5757706723","CRBOYER9@GMAIL.COM","5661 N CAMINO DE LA NOCHE (PC)","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"110110410","SARNES MARY P & SARNES DAWN MICHELE JT/RS","3512 N BROOKHAVEN LN","TUCSON","AZ","85712","5456","5204191869","MSARNES@YAHOO.COM","4825 E BERMUDA ST (TUC)","1959","OWNER AGENT","","","  ","     ","    ","          ",""
"304580420","SWARTZ CLINTON L & VIRGINIA E LIVING TR","316 SE PIONEER WAY # 436","OAK HARBOR","WA","98277","5716","5205551212","","650 W RIO SAN PEDRO (PC)","1979","GREEN VALLEY RENTAL PROPERTIES LLC","275 W CONTINENTAL RD STE 181","GREEN VALLEY","AZ","85622","3626","5209188181",""
"305283160","O BRIEN SAMUEL","16167 S SANTA RITA SHADOWS DR","VAIL","AZ","85641","2388","5205551212","SAMOBRIEN@GMAIL.COM","16167 S SANTA RITA SHADOWS DR (PC)","2003","RENT VEST  PROPERTY MANAGEMENT  02","1 S CHURCH AVE STE 1200","TUCSON","AZ","85701","1601","5203896300",""
"110140380","BURTSEVA OLGA","5701 E GLENN ST APT 22","TUCSON","AZ","85712","5230","5203939262","OBURTSEVA@YAHOO.COM","5701 E GLENN ST APT 22","1973","PHILLIPS NATALIA","2587 W OLD GLORY RD","TUCSON","AZ","85741","2575","5202750976",""
"138020270","RONQUILLO JESSIE N & CALDERON ALBA M JT/RS","9625 E 31ST ST","TUCSON","AZ","85748","8109","5202906878","JESSIE0483@COX.NET","642 W CALLE RAMONA (TUC)","1956","OWNER AGENT","","","  ","     ","    ","          ",""
"305671090","ALEXANDER SEAN C & BIANCA A CP/RS","17428 S INDIGO MESA PASS","VAIL","AZ","85641","2761","5200000000","SEANALEX15@YAHOO.COM","17428 S INDIGO MESA PS (PC)","2006","KELLER WILLIAMS SOUTHERN AZ 04","1849 N KOLB RD STE 101","TUCSON","AZ","85715","4935","5204445334","REBECCA@PROPERTYTUCSON.COM"
"224484070","KIMBERLEY GEORGE & JULIE CP/RS","1115 N PALM WAY","LAKE WORTH","FL","33460","2315","5615746622","MXKI1988@GMAIL.COM","2660 W CAMINO LLANO (PC)","1990","GENESIS REAL ESTATE MANAGEMENT 01","1160 N CRAYCROFT RD","TUCSON","AZ","85712","4915","5203255932","IANTHOMAS.GENESIS@GMAIL.COM"
"216408210","HOVEY RICHARD H & SYLVIA CP/RS","372 N ROYAL BELL DR","GREEN VALLEY","AZ","85614","5917","3607370632","SHOVEY87@GMAIL.COM","9104 W BLUE SAGUARO ST (MAR)","2018","RENTALS AMERICA ","3333 N CAMPBELL AVE STE 5","TUCSON","AZ","85719","2361","5204412817",""
"123021720","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","2150 N MARGARET AV","0","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"12203053A","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","4565 E LINDEN ST (TUC)","1948","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"112071230","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","2702 E WATER ST","0","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"106011230","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","3826 N 2ND AV","0","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"123022630","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","2606 E LINDEN ST (TUC)","0","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"125111980","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","820 N RICHEY BL","0","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"111060780","HECHT DEBORAH A REVOC TR","248 27TH ST","DEL MAR","CA","92014","2026","8089893222","HECHT.DEB@GMAIL.COM","3502 E BLACKLIDGE DR","0","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"141304720","BRETT ARTHUR D & JANE E SURVIVORS TR","10516 E KAREN GANNON PL","TUCSON","AZ","85747","5873","5209096409","MOTHERFUFF@AOL.COM","10563 E RAVENSWOOD ST (TUC)","2004","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"114151560","YANT THOMAS D & YONG S CP/RS","1897 LAGUNA NIGEL DR","SIERRA VISTA","AZ","85635","5571","5202257970","YSUK51@YAHOO.COM","6651 E STRADA DE ACERO (PC)","1986","REAL PROPERTY MANAGEMENT 02","6380 E TANQUE VERDE RD STE 100","TUCSON","AZ","85715","3822","5208294500","CUSTOMERSERVICE@RPMRINCON.COM"
"126131120","DAVIS INVESTMENT HOLDINGS LLC","3373 N DIAMOND BUTTE WAY","TUCSON","AZ","85745","7128","5204387260","","4656 E 14TH ST (TUC)","1950","PRESTIGE PROPERTY MANAGEMENT INC 01","3205 E GRANT RD","TUCSON","AZ","85716","2809","5208810930",""
"217537780","FARM VILLAGE II LLC","12876 N BASS CANYON DR","MARANA","AZ","85658","4276","5202192847","SPARBLU@AOL.COM","11314 W FARM VILLAGE DR (MAR)","2005","OWNER AGENT","","","  ","     ","    ","          ",""
"216408250","MC CARTHY KELLY E & JANICE L REVOC LIVING TR","19666 CANAL RD","LAKE OSWEGO","OR","97035","8400","5036397737","INFO@CASCADEMOTO.COM","9060 W BLUE SAGUARO ST (MAR)","2018","FORT LOWELL REALTY & PROPERTY MANAGEMENT 00","PO BOX 36163","TUCSON","AZ","85740","6163","5203220000","SUZANNE@FLRAZ.COM"
"216408530","MC CARTHY KELLY E & JANICE L REVOC LIVING TR","19666 SW CANAL RD","LAKE OSWEGO","OR","97035","8400","5036397737","INFO@CASCADEMOTO.COM","9042 W OLD AGAVE TR (MAR)","2018","FORT LOWELL REALTY & PROPERTY MANAGEMENT 00","PO BOX 36163","TUCSON","AZ","85740","6163","5203220000","SUZANNE@FLRAZ.COM"
"140402070","SOTELO HOLLY A","5134 E PARK VISTA DR","TUCSON","AZ","85756","8670","5202896062","MOTORCYCLEHOLLY@YAHOO.COM","5134 E PARK VISTA DR (TUC)","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"112071490","TREELINE PROPERTY LLC","4110 E LA PALOMA DR","TUCSON","AZ","85718","1506","4802504209","UPPER_MIDWEST@HOTMAIL.COM","2562 E WATER ST (TUC)","1954","OWNER AGENT","","","  ","     ","    ","          ",""
"112073060","PATTERSON CHARLES C & BARBARA JOAN TR","1546 N MAGNOLIA AVE","TUCSON","AZ","85712","4135","5203254280","KSUESAMMY@Q.COM","3026 E ALTA VISTA ST (TUC)","1950","OWNER AGENT","","","  ","     ","    ","          ",""
"112080770","AVELINE SARAH IRREVOC TR AGREEMENT","4280 N CAMPBELL AVE STE 212","TUCSON","AZ","85718","6594","5205292775","ROCKETMAMA@GMAIL.COM","3729 N CAMINO LEAMARIA (TUC)","1990","OWNER AGENT","","","  ","     ","    ","          ",""
"225143080","LEWIS ROBERT P & TAMMY L CP/RS","2761 W CAMINO DE LA CATERVA","TUCSON","AZ","85742","9265","5205518450","RTLEWIS2@COMCAST.NET","530 W TARA DANETTE DR (OV)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"114156990","GARCIA RAYMOND D & ELLEN G CP/RS","166 LAWRENCE PARK TER","BRONXVILLE","NY","10708","6704","9176854806","egg717@msn.com","PINNACLE CANYON CONDOMINIUM BLDG 6","1996","KELLER WILLIAMS SOUTHERN AZ 03","1745 E RIVER RD STE 245","TUCSON","AZ","85718","7634","5203957202","NSERVOSS@KW.COM"
"11708222B","CORR JAMES C & MICHAELS MARY FRANCES REVOC TR","1065 SPRUCE ST","BERKELEY","CA","94707","2627","5106442249","TIMBHOY@SBCGLOBAL.NET","935 S MEYER AV (TUC)","1988","RICE GROUP 03","3264 N COUNTRY CLUB RD","TUCSON","AZ","85716","1352","5206187331","DENNIS@WHYRGROUP.COM"
"133222900","NIXON FAMILY TR","2390 S QUAIL HOLLOW DR","TUCSON","AZ","85710","7981","5202966784","JENIL@COX.NET","127 N LANGLEY AV (TUC)","1959","TUCSON TERRITORY PROPERTY MANAGEMENT 01","7360 E 22ND ST STE 107","TUCSON","AZ","85710","6427","5207776507",""
"140102520","SHAKIBAN JOLSON LIVING TR","245 W MEADOWBROOK DR","TUCSON","AZ","85704","6713","5205751389","NOSLOJLD@MSN.COM","2939 E ACACIA CLUB LN (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"140103000","JOLSON DAVID L & SHOHREH S","245 W MEADOWBROOK DR","ORO VALLEY","AZ","85704","6713","5205751389","NOSLOJLD@MSN.COM","2940 E COTTONWOOD CLUB LN (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"140102790","SHAKIBAN JOLSON LIVING TR","245 W MEADOWBROOK DR","TUCSON","AZ","85704","6713","5205751389","noslojld@gmail.com","5071 S MESQUITE CLUB LN (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"140371790","SHAKIBAN JOLSON LIVING TR","245 W MEADOWBROOK DR","TUCSON","AZ","85704","6713","5205751389","NOSLOJLD@GMAIL.COM","7253 S VENTANNA DE LAS PIEDRAS (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"304282640","HILL JAMES MICHAEL & HERCILIA ALVES","1762 W CAMINO ESTELAR","GREEN VALLEY","AZ","85622","5072","4803004151","VIRTUALLY_MICHAEL@YAHOO.COM","1762 W CAMINO ESTELAR (PC)","1995","OWNER AGENT","","","  ","     ","    ","          ",""
"11713039A","WEST POINT APARTMENTS LP","504 W 29TH ST","TUCSON","AZ","85713","3353","5208385600","DAN.RANIER@LAFRONTERA.ORG","20 E BROADWAY BL (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"114141680","1192 PROPERTY L","5701 E GLENN ST APT 121","TUCSON","AZ","85712","5224","5204012689","BRADBURYCAROL57@GMAIL.COM","VENTANA VISTA CONDOMINIUMS BLDG 23 UNIT 1192","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"11415769A","ECONOMOS JAMES J & IDA E REVOC TR","2963 ROUTE 209","KINGSTON","NY","12401","7824","8453310153","L.ECONOMOS@GMAIL.COM","PINNACLE CANYON CONDOMINIUM BLDG 12 UNIT 128","1996","SERVOSS NICOLETTE","1745 E RIVER RD STE 245","TUCSON","AZ","85718","7634","5202451441","NSERVOSS@KW.COM"
"133144010","ALLEN JOHN & SANDRA CP/RS","1101 HEATHERWOOD LN","FORT COLLINS","CO","80525","1919","8122439730","SKLOEROP@GMAIL.COM","6892 E CALLE DE ORO (TUC)","1978","SERVOSS PROPERTY MANAGEMENT GROUP","1745 E RIVER RD STE 245","TUCSON","AZ","85718","7634","5203957202",""
"115210670","NYRKKANEN GABERIAL","1941 W CALLE CAMPANA DE PLATA","TUCSON","AZ","85745","1809","5204713203","","1941 W CALLE CAMPANA DE PLATA (TUC)","1962","BLUE FOX PROPERTIES 02","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","MARYANN@BLUEFOXPROPERTIES.COM"
"115024200","JONES HAROLD O III & JONES JILL M JT/RS","321 E ADAMS ST","TUCSON","AZ","85705","6735","5203491542","Trej56@hotmail.com","321 E ADAMS ST (TUC)","1970","OWNER AGENT","","","  ","     ","    ","          ",""
"116170350","RODRIGUEZ SOPHIA A","1102 W COLORADO ST","TUCSON","AZ","85745","2432","5203311575","RODRIGUEZ.TUCSON@GMAIL.COM","1102 W COLORADO ST (TUC)","1945","OWNER AGENT","","","  ","     ","    ","          ",""
"101116680","FROSS JONATHAN","2822 W CHECKERSPOT DR","TUCSON","AZ","85741","5257","5033200956","jonfross7@gmail.com","2822 W CHECKERSPOT DR (PC)","2006","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"11709052B","AYERS YVONNE","PO BOX 1062","TUCSON","AZ","85702","1062","5209792777","zeldafornow@gmail.com","177 W 20TH ST (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"122183210","GRANT ERIC JAMIESON","16199 GREEN VALLEY RANCH BLVD APT 3623","DENVER","CO","80239","5730","3036253328","EricjGrant@me.com","3501 E LEE ST (TUC)","1938","BANCROFT & ASSOCIATES 02","4884 E BROADWAY BLVD","TUCSON","AZ","85711","3610","5208814884",""
"123141130","HERITAGE CAPITAL SERVICES LLC","4790 N VIA DE LA GRANJA","TUCSON","AZ","85718","7406","5203292209","HERITAGECAPITALSERVICES@GMAIL.COM","815 E LESTER ST (TUC)","1953","OWNER AGENT","","","  ","     ","    ","          ",""
"124060730","MARSH RICHARD LEE & ERICKSON THEAH JT/RS","1127 E 8TH ST","TUCSON","AZ","85719","5423","3096966334","RLMARSH85@GMAIL.COM","1127 E 8TH ST (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"124081190","PATTERSON CHARLES C & BARBARA JOAN TR","1546 N MAGNOLIA AVE","TUCSON","AZ","85712","4135","5203254280","KSUESAMMY@Q.COM","1516 1518 1520 E 8TH ST","0","OWNER AGENT","","","  ","     ","    ","          ",""
"124081370","PATTERSON CHARLES C & BARBARA JOAN TR","1546 N MAGNOLIA AVE","TUCSON","AZ","85712","4135","5203254280","KSUESAMMY@Q.COM","1426 E 8TH ST (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"12511034A","ELKINS KARI","3502 E 3RD ST","TUCSON","AZ","85716","4651","5139076145","KARI.LYNN.ELKINS@GMAIL.COM","3502-3504 E 3RD ST","0","OWNER AGENT","","","  ","     ","    ","          ",""
"126133420","ROBEY IAN FORREST & KATHRYN VAUGHAN CP/RS","3508 E FAIRMOUNT ST","TUCSON","AZ","85716","3635","5209063392","KAT2541@MSN.COM","4617-4619 E 18TH ST","0","EMS REALTY INC 06","6816 N ORACLE RD STE 300","TUCSON","AZ","85704","4232","5205442727","LINDA@EMSREALTY.COM"
"127020050","KROHN STEPHEN & MOTA-KROHN IRMA CP/RS","5325 E ROSEWOOD ST","TUCSON","AZ","85711","1335","5202885027","SKMEERKAT@GMAIL.COM","5325 E ROSEWOOD ST (TUC)","1957","OWNER AGENT","","","  ","     ","    ","          ",""
"128080490","READEL STEPHEN & LA VON CP/RS","6111 E 21ST ST","TUCSON","AZ","85711","5223","5204778438","SREADEL@GMAIL.COM","6111 E 21ST ST (TUC)","1958","OWNER AGENT","","","  ","     ","    ","          ",""
"128110730","BALON JOHN D & MARIYA CP/RS","7831 QUINTANA DR NE","ALBUQUERQUE","NM","87109","6443","5200000000","","5058 E JULIA ST (TUC)","1959","OWNER AGENT","","","  ","     ","    ","          ",""
"130052530","MADRID YOLANDA","2331 S CAMPBELL AVE","TUCSON","AZ","85713","3747","5202708945","","2329-2331 S CAMPBELL AVE","0","OWNER AGENT","","","  ","     ","    ","          ",""
"133081300","SOMERSON MICHELE B & VONDERLINDE","8122 E DANIELLA CIR","TUCSON","AZ","85715","4410","5200000000","","8122 E DANIELLA CI (TUC)","1980","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"133352440","SIRI TERI","8964 RIVERSIDE DR PMB 428","DESCANSO","CA","91916","9630","5039138080","","8950 E ROSEWOOD ST (TUC)","1970","CENTURY 21 1ST AMERICAN 01","8830 E SPEEDWAY BLVD","TUCSON","AZ","85710","1832","5208866023","TJOHNJES@GMAIL.COM"
"135021940","PORTLY CONSTRUCTION INC","2114 W GRANT RD STE 160","TUCSON","AZ","85745","1141","5205499357","","6447 E CALLE BELLATRIX (TUC)","1957","OWNER AGENT","","","  ","     ","    ","          ",""
"136012400","ROTTINGHAUS MATTHEW D","8020 E SNAKEROOT DR","TUCSON","AZ","85710","8562","5056885075","ROTTINGHAUSMD@HOTMAIL.COM","8020 E SNAKEROOT DR (TUC)","2002","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"136031860","YIRKIKIAN SHANT & YIRIKIAN SONA JT/RS","1109 SAN RAFAEL AVE APT 19","GLENDALE","CA","91202","3407","8184142554","","8434 E BOWLINE RD (TUC)","2002","OWNER AGENT","","","  ","     ","    ","          ",""
"136326990","HAARER JOEL","10884 E VUELTA MERECUMBE","TUCSON","AZ","85730","5833","5200000000","","10884 E VUELTA MERECUMBE (TUC)","2001","CENTURY 21 1ST AMERICAN 01","8830 E SPEEDWAY BLVD","TUCSON","AZ","85710","1832","5208866023","TJOHNJES@GMAIL.COM"
"136406590","TRAN KIM NGAN","2516 S ADVENTURE TRL","TUCSON","AZ","85748","5132","7146587076","KIMNGANNGAN200@AOL.COM","2516 S ADVENTURE TR (TUC)","2005","RPM RINCON 02","6380 E TANQUE VERDE RD","TUCSON","AZ","85715","3822","5208294500","ADMIN@RPMRINCON.COM"
"136415710","KELLER APRIL","5222 WATERSIDE VISTA LN","SAINT CLOUD","FL","34771","7801","5202276761","MOMMY-OF-A-MIRACLE@YAHOO.COM","10070 E GRAY HAWK DR (TUC)","1989","BOSTON DESIRAE","809 RIDGEVIEW PL","HUACHUCA CITY","AZ","85616","9717","5204564593",""
"137190470","GALINDO RACHAEL","5618 S FORREST AVE","TUCSON","AZ","85746","3041","5204294428","","2956 W CAMINO ORO BLANCO (PC)","1982","OWNER AGENT","","","  ","     ","    ","          ",""
"13817032B","ARENOSUS LLC","1846 E INNOVATION PARK DR STE 100","ORO VALLEY","AZ","85755","1963","2067075025","","330 E CORONA RD (TUC)","0","REGISTERED AGENTS INC","1846 E INNOVATION PARK DR STE 100","ORO VALLEY","AZ","85755","1963","5203341150","COMPLIANCE@LLCAGENT.COM"
"138201700","WAHL BRUCE MATTHEW","442 W MARCUS DR","TUCSON","AZ","85756","7416","5204813700","BRUCE.WAHL@COX.NET","442 W MARCUS DR (TUC)","1971","OWNER AGENT","","","  ","     ","    ","          ",""
"205941200","SOSSA ROBERT J & RASTEDE CARLA M CP/RS","PSC 2 BOX 2946","APO","AP","96264","0030","5202225454","","11423 E GLOWING SUNSET DR (TUC)","2016","COBB PROPERTY MANAGEMENT 02","5650 E 22ND ST","TUCSON","AZ","85711","5525","5203185711","STACIE.DOMINGUEZ@THECOBBTEAM.NET"
"115024590","HADLAND RICHARD & SANDRA LIVING TR","2040 E TORINO AVE","LAS VEGAS","NV","89123","3235","7024292520","","342 E ADAMS ST (TUC)","1965","PRESTIGE PROPERTY MANAGEMENT INC 02","3205 E GRANT RD","TUCSON","AZ","85716","2809","5208810930","MELLISA@PRESTIGEPROPERTYMGMT.COM"
"116274720","MAYO DAVID R","1466 WAGGAMAN CIR","MC LEAN","VA","22101","4004","7037341921","MAYODAVE@HOTMAIL.COM","3501 W TINY BIRD CT (TUC)","2002","SHAFFER ROBERTA I","2804 E DRACHMAN ST","TUCSON","AZ","85716","3552","3019154966","SUZYSHOANDRO@AOL.COM"
"138263990","PORTLY CONSTRUCTION INC","2114 W GRANT RD STE 160","TUCSON","AZ","85745","1141","5205499357","","2901 W CHRISTOPHER DR (PC)","1973","OWNER AGENT","","","  ","     ","    ","          ",""
"138264780","PORTLY CONSTRUCTION INC","2114 E GRANT RD PMB 160","TUCSON","AZ","85719","3411","5205499357","","2901 W CALLE PAJARITO (PC)","1978","OWNER AGENT","","","  ","     ","    ","          ",""
